,building_id,district_id,vdcmun_id,ward_id,count_floors_pre_eq,count_floors_post_eq,age_building,plinth_area_sq_ft,height_ft_pre_eq,height_ft_post_eq,land_surface_condition,foundation_type,roof_type,ground_floor_type,other_floor_type,position,plan_configuration,condition_post_eq,damage_grade,technical_solution_proposed,superstructure,floors_change,height_change
367338,245005000051,24,2413,241308,2,3,28,290,23,23,Moderate slope,Mud mortar-Stone/Brick,Bamboo/Timber-Light roof,Mud,TImber/Bamboo-Mud,Not attached,H-shape,Damaged-Not used,Grade 4,Reconstruction,has_superstructure_mud_mortar_stone,-1,0
368392,245105000061,24,2404,240407,2,3,8,205,14,14,Flat,Mud mortar-Stone/Brick,Bamboo/Timber-Light roof,Mud,TImber/Bamboo-Mud,Not attached,Rectangular,Damaged-Not used,Grade 4,Reconstruction,has_superstructure_mud_mortar_stone,-1,0
370365,245207000951,24,2408,240807,2,3,4,648,18,27,Flat,RC,Bamboo/Timber-Light roof,RC,RCC/RB/RBC,Not attached,Rectangular,Damaged-Not used,Grade 2,Minor repair,has_superstructure_rc_non_engineered,-1,-9
371190,245303000401,24,2412,241204,3,6,32,420,21,21,Flat,Mud mortar-Stone/Brick,Bamboo/Timber-Light roof,Mud,TImber/Bamboo-Mud,Not attached,Rectangular,Damaged-Used in risk,Grade 3,Major repair,has_superstructure_mud_mortar_stone,-3,0
371263,245304000311,24,2412,241204,1,2,40,240,19,19,Flat,Mud mortar-Stone/Brick,Bamboo/Timber-Light roof,Mud,Timber-Planck,Attached-2 side,Rectangular,Damaged-Used in risk,Grade 4,Reconstruction,has_superstructure_adobe_mud,-1,0
372668,245502000851,24,2401,240112,2,5,13,600,14,14,Flat,Mud mortar-Stone/Brick,Bamboo/Timber-Light roof,Mud,TImber/Bamboo-Mud,Not attached,Rectangular,Damaged-Used in risk,Grade 3,Reconstruction,has_superstructure_mud_mortar_stone,-3,0
373344,245509000291,24,2401,240112,1,7,15,400,7,7,Flat,Mud mortar-Stone/Brick,Bamboo/Timber-Light roof,Mud,TImber/Bamboo-Mud,Not attached,Rectangular,Damaged-Used in risk,Grade 4,Major repair,has_superstructure_mud_mortar_stone,-6,0
373499,245602001261,24,2404,240403,2,3,15,440,12,12,Flat,Mud mortar-Stone/Brick,Bamboo/Timber-Light roof,Mud,Timber-Planck,Not attached,Rectangular,Damaged-Used in risk,Grade 3,Major repair,has_superstructure_mud_mortar_stone,-1,0
374760,245708000141,24,2412,241209,1,2,12,855,18,18,Flat,Mud mortar-Stone/Brick,Bamboo/Timber-Light roof,Mud,Timber-Planck,Not attached,Rectangular,Damaged-Not used,Grade 4,Major repair,has_superstructure_mud_mortar_stone,-1,0
375710,245806001681,24,2409,240902,2,5,20,152,20,20,Flat,Mud mortar-Stone/Brick,Bamboo/Timber-Heavy roof,Mud,TImber/Bamboo-Mud,Attached-1 side,Rectangular,Damaged-Repaired and used,Grade 4,Reconstruction,has_superstructure_adobe_mud,-3,0
375742,245806001991,24,2409,240902,2,3,17,153,20,20,Flat,Mud mortar-Stone/Brick,Bamboo/Timber-Light roof,Mud,TImber/Bamboo-Mud,Not attached,Rectangular,Damaged-Not used,Grade 4,Reconstruction,has_superstructure_mud_mortar_stone,-1,0
375770,245806002261,24,2409,240902,2,3,28,180,20,20,Flat,Mud mortar-Stone/Brick,Bamboo/Timber-Heavy roof,Mud,TImber/Bamboo-Mud,Not attached,Rectangular,Damaged-Not used,Grade 4,Reconstruction,has_superstructure_adobe_mud,-1,0
375803,245806002581,24,2409,240902,1,2,3,290,9,18,Moderate slope,Cement-Stone/Brick,RCC/RB/RBC,Mud,TImber/Bamboo-Mud,Not attached,Rectangular,Not damaged,Grade 1,No need,has_superstructure_rc_non_engineered,-1,-9
375809,245806002641,24,2409,240902,2,3,6,120,16,16,Flat,Mud mortar-Stone/Brick,Bamboo/Timber-Light roof,Mud,TImber/Bamboo-Mud,Not attached,Rectangular,Damaged-Not used,Grade 3,Major repair,has_superstructure_mud_mortar_stone,-1,0
375857,245806003082,24,2409,240902,1,2,5,230,9,18,Flat,RC,RCC/RB/RBC,RC,RCC/RB/RBC,Not attached,Rectangular,Not damaged,Grade 1,No need,has_superstructure_rc_non_engineered,-1,-9
375922,245806003671,24,2409,240902,2,5,8,180,20,20,Flat,Mud mortar-Stone/Brick,Bamboo/Timber-Light roof,Mud,TImber/Bamboo-Mud,Not attached,Rectangular,Damaged-Not used,Grade 4,Reconstruction,has_superstructure_adobe_mud,-3,0
376085,245808000482,24,2409,240902,1,2,1,768,9,18,Moderate slope,RC,RCC/RB/RBC,RC,RCC/RB/RBC,Not attached,Square,Not damaged,Grade 1,Minor repair,has_superstructure_rc_non_engineered,-1,-9
376129,245808000891,24,2409,240902,1,3,1,320,9,27,Flat,RC,RCC/RB/RBC,RC,RCC/RB/RBC,Not attached,Rectangular,Not damaged,Grade 1,Minor repair,has_superstructure_rc_engineered,-2,-18
376133,245808000912,24,2409,240902,1,3,1,968,9,27,Steep slope,RC,RCC/RB/RBC,Mud,RCC/RB/RBC,Not attached,Rectangular,Damaged-Repaired and used,Grade 2,Minor repair,has_superstructure_rc_non_engineered,-2,-18
376212,245808001681,24,2409,240902,2,5,14,192,13,13,Moderate slope,Mud mortar-Stone/Brick,Bamboo/Timber-Light roof,Mud,TImber/Bamboo-Mud,Not attached,Rectangular,Damaged-Not used,Grade 4,Reconstruction,has_superstructure_mud_mortar_stone,-3,0
377925,246003000211,24,2406,240607,1,2,10,155,17,17,Flat,Bamboo/Timber,Bamboo/Timber-Light roof,Mud,TImber/Bamboo-Mud,Not attached,Rectangular,Damaged-Used in risk,Grade 4,Reconstruction,has_superstructure_timber,-1,0
379159,246202000401,24,2401,240104,2,3,7,450,18,27,Flat,RC,RCC/RB/RBC,RC,RCC/RB/RBC,Attached-2 side,Rectangular,Not damaged,Grade 1,Minor repair,has_superstructure_cement_mortar_brick,-1,-9
379229,246202001021,24,2401,240104,1,3,10,500,9,25,Flat,RC,RCC/RB/RBC,RC,RCC/RB/RBC,Attached-1 side,Rectangular,Not damaged,Grade 1,No need,has_superstructure_cement_mortar_brick,-2,-16
379391,246204000161,24,2401,240104,3,4,4,900,27,36,Flat,RC,RCC/RB/RBC,RC,RCC/RB/RBC,Attached-1 side,Square,Not damaged,Grade 1,No need,has_superstructure_cement_mortar_brick,-1,-9
379427,246204000502,24,2401,240104,1,2,3,870,9,18,Flat,Mud mortar-Stone/Brick,RCC/RB/RBC,RC,RCC/RB/RBC,Not attached,Rectangular,Not damaged,Grade 1,No need,has_superstructure_cement_mortar_brick,-1,-9
379517,246204001401,24,2401,240104,1,2,5,600,6,14,Flat,Mud mortar-Stone/Brick,Bamboo/Timber-Light roof,RC,TImber/Bamboo-Mud,Not attached,Rectangular,Not damaged,Grade 1,No need,has_superstructure_cement_mortar_brick,-1,-8
379537,246204001591,24,2401,240104,1,2,2,350,16,16,Moderate slope,RC,RCC/RB/RBC,Brick/Stone,TImber/Bamboo-Mud,Attached-1 side,Rectangular,Not damaged,Grade 1,No need,has_superstructure_cement_mortar_brick,-1,0
379581,246204001971,24,2401,240104,2,3,2,184,16,22,Flat,RC,Bamboo/Timber-Light roof,RC,RCC/RB/RBC,Attached-1 side,Rectangular,Not damaged,Grade 1,Minor repair,has_superstructure_cement_mortar_brick,-1,-6
381057,246302000161,24,2401,240113,3,6,2,500,25,25,Flat,RC,RCC/RB/RBC,RC,RCC/RB/RBC,Not attached,L-shape,Damaged-Used in risk,Grade 3,Major repair,has_superstructure_rc_non_engineered,-3,0
381659,246306000802,24,2401,240114,3,4,4,550,36,36,Flat,Cement-Stone/Brick,RCC/RB/RBC,Brick/Stone,RCC/RB/RBC,Not attached,Rectangular,Not damaged,Grade 1,Minor repair,has_superstructure_rc_non_engineered,-1,0
384469,246502005381,24,2410,241005,2,5,8,375,40,40,Flat,RC,RCC/RB/RBC,RC,RCC/RB/RBC,Not attached,Rectangular,Not damaged,Grade 1,Minor repair,has_superstructure_rc_engineered,-3,0
384945,246503003352,24,2410,241004,1,2,0,600,10,19,Flat,RC,Bamboo/Timber-Light roof,RC,RCC/RB/RBC,Not attached,Rectangular,Not damaged,Grade 1,No need,has_superstructure_rc_non_engineered,-1,-9
384994,246503003791,24,2410,241004,1,2,4,825,10,18,Flat,Cement-Stone/Brick,Bamboo/Timber-Light roof,RC,RCC/RB/RBC,Attached-1 side,Rectangular,Damaged-Used in risk,Grade 2,Minor repair,has_superstructure_rc_non_engineered,-1,-8
385778,246504005241,24,2410,241004,3,5,30,360,16,16,Flat,Mud mortar-Stone/Brick,Bamboo/Timber-Light roof,Brick/Stone,TImber/Bamboo-Mud,Attached-1 side,Rectangular,Damaged-Used in risk,Grade 4,Reconstruction,has_superstructure_mud_mortar_brick,-2,0
385874,246504020651,24,2410,241004,1,2,8,650,10,20,Flat,RC,Bamboo/Timber-Light roof,RC,RCC/RB/RBC,Attached-1 side,Rectangular,Damaged-Repaired and used,Grade 2,Minor repair,has_superstructure_cement_mortar_brick,-1,-10
385938,246504021261,24,2410,241004,2,3,2,650,20,30,Flat,Cement-Stone/Brick,RCC/RB/RBC,RC,RCC/RB/RBC,Attached-1 side,Rectangular,Not damaged,Grade 1,No need,has_superstructure_cement_mortar_brick,-1,-10
387259,246508003231,24,2410,241008,2,3,1,1260,18,27,Flat,Cement-Stone/Brick,RCC/RB/RBC,RC,RCC/RB/RBC,Not attached,Rectangular,Damaged-Repaired and used,Grade 1,No need,has_superstructure_rc_engineered,-1,-9
388607,246511000011,24,2410,241006,1,2,1,601,10,20,Flat,RC,RCC/RB/RBC,RC,RCC/RB/RBC,Not attached,L-shape,Not damaged,Grade 1,No need,has_superstructure_cement_mortar_brick,-1,-10
389125,246511004541,24,2410,241006,2,4,4,400,20,40,Flat,RC,RCC/RB/RBC,RC,RCC/RB/RBC,Not attached,Rectangular,Not damaged,Grade 1,No need,has_superstructure_rc_engineered,-2,-20
389128,246511004581,24,2410,241006,2,4,15,323,20,40,Flat,RC,RCC/RB/RBC,RC,RCC/RB/RBC,Attached-1 side,Rectangular,Not damaged,Grade 1,No need,has_superstructure_rc_engineered,-2,-20
389129,246511004591,24,2410,241006,2,4,15,323,20,40,Flat,RC,RCC/RB/RBC,RC,RCC/RB/RBC,Attached-2 side,Rectangular,Not damaged,Grade 1,No need,has_superstructure_rc_engineered,-2,-20
389130,246511004601,24,2410,241006,2,4,15,323,20,40,Flat,RC,RCC/RB/RBC,RC,RCC/RB/RBC,Attached-2 side,Rectangular,Not damaged,Grade 1,No need,has_superstructure_rc_engineered,-2,-20
389131,246511004611,24,2410,241006,2,4,15,323,20,40,Flat,RC,RCC/RB/RBC,RC,RCC/RB/RBC,Attached-2 side,Rectangular,Not damaged,Grade 1,No need,has_superstructure_rc_engineered,-2,-20
390235,246601000331,24,2411,241105,1,8,11,1350,8,8,Flat,RC,Bamboo/Timber-Light roof,Timber,Timber-Planck,Not attached,Multi-projected,Damaged-Used in risk,Grade 2,Minor repair,has_superstructure_cement_mortar_brick,-7,0
391150,246604002081,24,2411,241105,1,2,1,620,9,18,Flat,RC,RCC/RB/RBC,Mud,RCC/RB/RBC,Not attached,Rectangular,Damaged-Repaired and used,Grade 1,Minor repair,has_superstructure_rc_engineered,-1,-9
391203,246604002591,24,2411,241105,1,2,10,380,12,12,Flat,Mud mortar-Stone/Brick,Bamboo/Timber-Light roof,Mud,TImber/Bamboo-Mud,Not attached,Rectangular,Damaged-Repaired and used,Grade 2,Reconstruction,has_superstructure_adobe_mud,-1,0
391422,246605001561,24,2411,241103,1,3,1,800,9,20,Flat,Cement-Stone/Brick,RCC/RB/RBC,RC,RCC/RB/RBC,Not attached,Rectangular,Not damaged,Grade 1,No need,has_superstructure_rc_non_engineered,-2,-11
391720,246606010862,24,2411,241104,1,3,25,521,9,27,Flat,RC,RCC/RB/RBC,RC,RCC/RB/RBC,Attached-2 side,Rectangular,Damaged-Repaired and used,Grade 2,Minor repair,has_superstructure_rc_non_engineered,-2,-18
391762,246606011171,24,2411,241104,2,3,12,612,18,27,Flat,RC,RCC/RB/RBC,RC,RCC/RB/RBC,Not attached,Square,Not damaged,Grade 1,No need,has_superstructure_rc_non_engineered,-1,-9
392033,246606020611,24,2411,241104,1,2,2,450,8,16,Flat,RC,RCC/RB/RBC,RC,RCC/RB/RBC,Not attached,Rectangular,Not damaged,Grade 1,No need,has_superstructure_rc_non_engineered,-1,-8
392520,246607001721,24,2411,241106,2,3,7,185,16,16,Moderate slope,Mud mortar-Stone/Brick,Bamboo/Timber-Light roof,Mud,Timber-Planck,Not attached,Rectangular,Damaged-Used in risk,Grade 4,Reconstruction,has_superstructure_adobe_mud,-1,0
392633,246607002752,24,2411,241106,1,4,2,823,10,10,Moderate slope,RC,RCC/RB/RBC,RC,RCC/RB/RBC,Attached-1 side,Rectangular,Damaged-Used in risk,Grade 4,Reconstruction,has_superstructure_rc_non_engineered,-3,0
393024,246608003011,24,2411,241106,2,3,15,1012,27,27,Moderate slope,RC,RCC/RB/RBC,RC,RCC/RB/RBC,Attached-2 side,Rectangular,Damaged-Repaired and used,Grade 1,No need,has_superstructure_rc_non_engineered,-1,0
393272,246609001852,24,2411,241106,1,2,25,375,18,18,Flat,Mud mortar-Stone/Brick,Bamboo/Timber-Heavy roof,Mud,TImber/Bamboo-Mud,Not attached,Rectangular,Damaged-Not used,Grade 4,Reconstruction,has_superstructure_other,-1,0
393642,246701000901,24,2405,240511,1,2,13,526,6,12,Flat,Mud mortar-Stone/Brick,Bamboo/Timber-Light roof,Mud,TImber/Bamboo-Mud,Attached-1 side,Rectangular,Damaged-Repaired and used,Grade 3,Major repair,has_superstructure_adobe_mud,-1,-6
393643,246701000911,24,2405,240511,1,2,1,612,6,11,Flat,Mud mortar-Stone/Brick,Bamboo/Timber-Light roof,Mud,TImber/Bamboo-Mud,Not attached,Rectangular,Damaged-Repaired and used,Grade 3,Major repair,has_superstructure_adobe_mud,-1,-5
396887,247009000221,24,2409,240909,1,2,1,496,22,22,Flat,Mud mortar-Stone/Brick,Bamboo/Timber-Light roof,Mud,TImber/Bamboo-Mud,Not attached,Rectangular,Damaged-Not used,Grade 3,Major repair,has_superstructure_mud_mortar_stone,-1,0
398049,247109001481,24,2401,240105,2,3,13,619,17,17,Flat,Mud mortar-Stone/Brick,Bamboo/Timber-Heavy roof,Mud,TImber/Bamboo-Mud,Not attached,Rectangular,Damaged-Not used,Grade 5,Reconstruction,has_superstructure_adobe_mud,-1,0
398177,247201000541,24,2410,241001,2,7,45,377,15,15,Flat,Mud mortar-Stone/Brick,Bamboo/Timber-Light roof,Mud,TImber/Bamboo-Mud,Attached-1 side,Rectangular,Damaged-Not used,Grade 4,Reconstruction,has_superstructure_mud_mortar_stone,-5,0
398457,247202001571,24,2410,241001,1,3,7,723,9,27,Flat,RC,RCC/RB/RBC,RC,RCC/RB/RBC,Not attached,Rectangular,Damaged-Used in risk,Grade 2,Minor repair,has_superstructure_rc_non_engineered,-2,-18
398806,247205000281,24,2410,241001,2,5,8,320,14,14,Flat,Mud mortar-Stone/Brick,Bamboo/Timber-Light roof,Mud,TImber/Bamboo-Mud,Not attached,Rectangular,Damaged-Not used,Grade 4,Major repair,has_superstructure_mud_mortar_stone,-3,0
399386,247209000881,24,2410,241001,2,3,4,550,16,16,Flat,Mud mortar-Stone/Brick,Bamboo/Timber-Light roof,Mud,TImber/Bamboo-Mud,Not attached,Rectangular,Damaged-Not used,Grade 3,Major repair,has_superstructure_adobe_mud,-1,0
399756,247307000171,24,2406,240606,1,2,18,390,14,14,Steep slope,Mud mortar-Stone/Brick,Bamboo/Timber-Light roof,Mud,TImber/Bamboo-Mud,Not attached,Rectangular,Damaged-Used in risk,Grade 3,Major repair,has_superstructure_mud_mortar_stone,-1,0
399900,247309000121,24,2406,240606,1,2,15,456,15,15,Steep slope,Mud mortar-Stone/Brick,Bamboo/Timber-Light roof,Mud,TImber/Bamboo-Mud,Not attached,Rectangular,Damaged-Used in risk,Grade 4,Reconstruction,has_superstructure_mud_mortar_stone,-1,0
400869,247507000191,24,2406,240605,2,5,2,450,14,14,Flat,Bamboo/Timber,Bamboo/Timber-Light roof,Mud,Timber-Planck,Not attached,Rectangular,Damaged-Not used,Grade 3,Major repair,has_superstructure_timber,-3,0
403689,247903000051,24,2410,241009,2,5,25,400,13,13,Flat,Mud mortar-Stone/Brick,Bamboo/Timber-Light roof,Mud,TImber/Bamboo-Mud,Not attached,Rectangular,Damaged-Used in risk,Grade 4,Reconstruction,has_superstructure_adobe_mud,-3,0
403790,247904000391,24,2410,241009,1,2,6,850,9,18,Flat,RC,RCC/RB/RBC,RC,RCC/RB/RBC,Not attached,Square,Not damaged,Grade 1,No need,has_superstructure_cement_mortar_brick,-1,-9
404101,247908000381,24,2405,240510,1,2,999,450,7,14,Flat,Mud mortar-Stone/Brick,Bamboo/Timber-Light roof,Mud,TImber/Bamboo-Mud,Not attached,Rectangular,Damaged-Repaired and used,Grade 3,Major repair,has_superstructure_adobe_mud,-1,-7
405308,248104001561,24,2413,241301,2,3,10,450,22,22,Moderate slope,Mud mortar-Stone/Brick,Bamboo/Timber-Light roof,Mud,TImber/Bamboo-Mud,Attached-1 side,Rectangular,Damaged-Not used,Grade 4,Reconstruction,has_superstructure_mud_mortar_stone,-1,0
405309,248104001571,24,2413,241301,2,3,20,450,22,22,Moderate slope,Mud mortar-Stone/Brick,Bamboo/Timber-Heavy roof,Mud,TImber/Bamboo-Mud,Attached-2 side,Rectangular,Damaged-Not used,Grade 4,Reconstruction,has_superstructure_mud_mortar_stone,-1,0
405338,248104001812,24,2413,241301,2,3,40,450,22,22,Moderate slope,Mud mortar-Stone/Brick,Bamboo/Timber-Light roof,Mud,TImber/Bamboo-Mud,Attached-1 side,Rectangular,Damaged-Not used,Grade 2,Minor repair,has_superstructure_mud_mortar_stone,-1,0
405352,248104001941,24,2413,241301,2,3,40,450,22,22,Moderate slope,Mud mortar-Stone/Brick,Bamboo/Timber-Light roof,Mud,TImber/Bamboo-Mud,Not attached,Rectangular,Damaged-Not used,Grade 2,Minor repair,has_superstructure_mud_mortar_stone,-1,0
405560,248107000241,24,2413,241302,1,2,32,320,28,28,Flat,Mud mortar-Stone/Brick,Bamboo/Timber-Heavy roof,Mud,TImber/Bamboo-Mud,Not attached,Rectangular,Damaged-Not used,Grade 2,Minor repair,has_superstructure_mud_mortar_stone,-1,0
408087,248401000611,24,2409,240901,1,2,18,450,16,16,Flat,Mud mortar-Stone/Brick,Bamboo/Timber-Light roof,Mud,TImber/Bamboo-Mud,Not attached,Rectangular,Damaged-Not used,Grade 3,Major repair,has_superstructure_mud_mortar_stone,-1,0
409563,248602000111,24,2412,241206,1,2,1,400,10,22,Flat,Mud mortar-Stone/Brick,Bamboo/Timber-Light roof,Mud,TImber/Bamboo-Mud,Not attached,Rectangular,Damaged-Used in risk,Grade 2,Minor repair,has_superstructure_mud_mortar_stone,-1,-12
410533,248708000271,24,2412,241205,1,2,2,420,18,18,Flat,Mud mortar-Stone/Brick,Bamboo/Timber-Light roof,Mud,TImber/Bamboo-Mud,Not attached,Rectangular,Damaged-Used in risk,Grade 3,Major repair,has_superstructure_mud_mortar_stone,-1,0
411739,248903000601,24,2401,240101,2,3,15,650,18,18,Flat,Cement-Stone/Brick,RCC/RB/RBC,RC,RCC/RB/RBC,Not attached,Rectangular,Not damaged,Grade 1,No need,has_superstructure_cement_mortar_brick,-1,0
411833,248904000711,24,2401,240101,2,3,10,560,18,18,Flat,Mud mortar-Stone/Brick,Bamboo/Timber-Light roof,Mud,RCC/RB/RBC,Attached-1 side,Rectangular,Damaged-Used in risk,Grade 2,Major repair,has_superstructure_mud_mortar_brick,-1,0
412059,248906000502,24,2401,240102,1,2,2,385,9,15,Flat,RC,RCC/RB/RBC,Mud,RCC/RB/RBC,Not attached,Rectangular,Not damaged,Grade 1,No need,has_superstructure_cement_mortar_brick,-1,-6
412665,249001000321,24,2401,240110,1,3,2,268,9,27,Flat,RC,RCC/RB/RBC,RC,RCC/RB/RBC,Attached-1 side,Rectangular,Not damaged,Grade 1,No need,has_superstructure_rc_non_engineered,-2,-18
412680,249001000441,24,2401,240110,2,4,6,675,18,36,Flat,RC,RCC/RB/RBC,RC,RCC/RB/RBC,Attached-1 side,Rectangular,Not damaged,Grade 1,No need,has_superstructure_cement_mortar_brick,-2,-18
412713,249001000771,24,2401,240110,1,2,1,791,9,18,Flat,RC,RCC/RB/RBC,RC,RCC/RB/RBC,Not attached,Rectangular,Not damaged,Grade 1,No need,has_superstructure_rc_engineered,-1,-9
412759,249001001181,24,2401,240110,2,3,6,812,18,27,Steep slope,RC,RCC/RB/RBC,RC,RCC/RB/RBC,Not attached,Rectangular,Damaged-Repaired and used,Grade 1,Minor repair,has_superstructure_rc_engineered,-1,-9
412834,249001001832,24,2401,240110,1,2,1,1330,9,18,Flat,RC,RCC/RB/RBC,RC,RCC/RB/RBC,Not attached,Rectangular,Not damaged,Grade 1,No need,has_superstructure_rc_engineered,-1,-9
412854,249001002021,24,2401,240110,3,4,1,520,27,36,Flat,RC,RCC/RB/RBC,RC,RCC/RB/RBC,Attached-1 side,Rectangular,Damaged-Repaired and used,Grade 1,No need,has_superstructure_rc_engineered,-1,-9
412908,249001002511,24,2401,240110,2,4,1,788,18,36,Flat,RC,RCC/RB/RBC,RC,RCC/RB/RBC,Attached-1 side,Rectangular,Not damaged,Grade 1,No need,has_superstructure_rc_engineered,-2,-18
412925,249001002681,24,2401,240110,3,4,8,832,27,36,Flat,RC,RCC/RB/RBC,RC,RCC/RB/RBC,Attached-1 side,Rectangular,Damaged-Repaired and used,Grade 1,Minor repair,has_superstructure_rc_engineered,-1,-9
412927,249001002701,24,2401,240110,2,3,3,540,27,27,Flat,RC,Bamboo/Timber-Light roof,RC,RCC/RB/RBC,Attached-1 side,Rectangular,Damaged-Repaired and used,Grade 1,No need,has_superstructure_rc_engineered,-1,0
412946,249001002891,24,2401,240110,2,3,12,970,18,27,Flat,RC,Bamboo/Timber-Heavy roof,RC,RCC/RB/RBC,Not attached,Rectangular,Not damaged,Grade 1,Minor repair,has_superstructure_rc_engineered,-1,-9
412961,249001003041,24,2401,240110,2,4,3,530,18,36,Flat,RC,RCC/RB/RBC,RC,RCC/RB/RBC,Attached-1 side,Rectangular,Not damaged,Grade 1,No need,has_superstructure_rc_engineered,-2,-18
412996,249001003391,24,2401,240110,3,4,1,428,27,36,Flat,RC,RCC/RB/RBC,RC,RCC/RB/RBC,Attached-1 side,Rectangular,Not damaged,Grade 1,No need,has_superstructure_rc_engineered,-1,-9
413064,249002000531,24,2401,240110,1,3,6,760,9,18,Flat,RC,RCC/RB/RBC,RC,RCC/RB/RBC,Not attached,Rectangular,Not damaged,Grade 1,No need,has_superstructure_rc_non_engineered,-2,-9
413168,249003000541,24,2401,240110,1,2,1,600,9,18,Flat,RC,RCC/RB/RBC,RC,RCC/RB/RBC,Not attached,L-shape,Not damaged,Grade 1,No need,has_superstructure_rc_non_engineered,-1,-9
413596,249006001031,24,2401,240111,1,2,2,684,18,18,Flat,RC,RCC/RB/RBC,RC,RCC/RB/RBC,Not attached,Rectangular,Damaged-Used in risk,Grade 2,Minor repair,has_superstructure_cement_mortar_brick,-1,0
413695,249006001951,24,2401,240111,1,2,20,760,10,10,Flat,RC,RCC/RB/RBC,RC,RCC/RB/RBC,Not attached,Rectangular,Damaged-Used in risk,Grade 2,Minor repair,has_superstructure_cement_mortar_brick,-1,0
416071,280208000111,28,2803,280305,1,9,10,222,9,9,Moderate slope,Mud mortar-Stone/Brick,Bamboo/Timber-Light roof,Mud,Timber-Planck,Not attached,Rectangular,Damaged-Used in risk,Grade 3,Major repair,has_superstructure_mud_mortar_stone,-8,0
422673,280803020872,28,2802,280202,1,2,4,600,8,16,Flat,Cement-Stone/Brick,Bamboo/Timber-Light roof,RC,Timber-Planck,Attached-1 side,Rectangular,Not damaged,Grade 1,No need,has_superstructure_cement_mortar_brick,-1,-8
423014,280803041151,28,2802,280202,1,2,5,442,9,18,Flat,Mud mortar-Stone/Brick,Bamboo/Timber-Heavy roof,Brick/Stone,Timber-Planck,Not attached,Rectangular,Damaged-Used in risk,Grade 4,Major repair,has_superstructure_cement_mortar_brick,-1,-9
423068,280804010181,28,2802,280204,1,6,15,700,9,9,Flat,Cement-Stone/Brick,RCC/RB/RBC,RC,RCC/RB/RBC,Attached-1 side,Rectangular,Damaged-Not used,Grade 4,Reconstruction,has_superstructure_cement_mortar_brick,-5,0
423202,280804011351,28,2802,280204,2,3,1,600,18,27,Flat,RC,RCC/RB/RBC,RC,RCC/RB/RBC,Attached-2 side,Rectangular,Not damaged,Grade 1,No need,has_superstructure_rc_engineered,-1,-9
423290,280804012141,28,2802,280204,1,2,0,500,18,18,Flat,RC,RCC/RB/RBC,RC,RCC/RB/RBC,Not attached,Rectangular,Not damaged,Grade 1,No need,has_superstructure_rc_engineered,-1,0
423302,280804012251,28,2802,280204,1,4,0,1000,9,36,Flat,RC,RCC/RB/RBC,RC,RCC/RB/RBC,Attached-2 side,Rectangular,Not damaged,Grade 1,No need,has_superstructure_rc_engineered,-3,-27
